domain,label,latency,loss,delta_min,delta_mean,delta_max,jitter_min,jitter_mean,jitter_max,emodel
jbui,4.0,404.1,0.083,6.583,19.999,34.64,0.407,5.854,6.954,3.0575588678493473
jbui,4.0,405.93,0.038,6.497,19.998,32.992,0.044,3.726,6.094,3.055241860210708
jbui,4.0,405.19,0.0,6.868,19.998,33.076,0.608,4.751,6.539,3.069262886471706
jbui,4.0,97.13,0.0,6.75,20.0,32.929,0.12,3.787,5.801,4.38205247918695
jbui,4.0,168.31,0.0,6.844,20.066,330.575,0.575,5.324,24.588,4.342913840800418
jbui,4.5,159.19,0.03,6.664,20.989,3759.886,0.581,5.916,40.13,4.344949974730255
jbui,4.5,86.18,0.054000000000000006,7.637,19.998,32.816,0.007,3.397,5.5,4.382499884770125
jbui,4.0,108.97,0.09300000000000001,6.816,19.998,33.064,0.476,5.752,6.728,4.366579608492614
jbui,3.0,102.68,0.158,0.0,20.842,3379.655,0.626,5.923,22.092,4.363478542919336
jbui,3.0,288.52,0.17600000000000002,5.501,20.0,33.144,0.546,5.737,6.939,3.789883501226225
jbui,4.0,465.32,0.145,7.669,20.993,3220.071,0.131,6.054,99.01,2.6120245764789036
jbui,4.5,10.49,0.0,0.003,0.003,0.003,1.25,1.25,1.25,4.42329782598134
jbui,4.5,39.0,0.055,7.757,19.998,32.715,0.585,3.708,5.688,4.405725639300136
jbui,4.0,34.07,0.027999999999999997,7.687,20.0,32.988,0.005,4.123,6.317,4.410378433783308
jbui,4.0,81.01,0.0,2.163,20.0,34.704,0.627,3.909,6.076,4.3902676627492685
jbui,4.5,404.61,0.0,6.494,19.997,33.173,0.043,5.846,6.7,3.0733003286712637
jbui,4.0,408.12,0.05,0.0,19.997,90.715,0.627,5.842,12.035,3.0371690057853766
jbui,4.5,459.43,0.076,7.632,19.998,32.894,0.018,5.145,6.649,2.6696498722287925
jbui,3.0,26.62,0.096,7.516,20.0,32.954,0.016,5.681,6.902,4.407969592543793
jbui,4.5,178.96,0.0,6.72,19.998,32.883,0.044,5.822,6.724,4.332138615154562
jbui,4.5,155.48,0.028999999999999998,7.612,19.997,33.114,0.654,4.928,6.678,4.347199068145955
jbui,4.0,124.56,0.061,7.659,19.998,32.801,0.531,3.21,5.293,4.3612818063574466
jbui,4.0,156.16,0.08800000000000001,6.878,20.002,32.925,0.616,5.764,6.814,4.340436736030803
jbui,3.0,82.23,0.166,6.893,20.0,33.455,0.027,5.615,6.663,4.373741977176527
jbui,4.0,155.57,0.11800000000000001,6.792,20.0,33.004,0.709,5.801,6.57,4.337526359521352
jbui,4.0,295.84,0.113,6.766,20.0,32.879,0.541,5.675,6.677,3.7590447327414087
jbui,4.5,311.41,0.071,6.439,20.0,33.028,0.012,3.679,6.013,3.673686184493649
jbui,3.0,166.11,0.036000000000000004,7.602,19.998,33.209,0.643,3.878,6.252,4.340266931141883
jbui,4.0,255.76,0.0,6.771,19.999,33.51,0.159,5.842,6.68,4.002317932242996
jbui,4.0,30.83,0.0,0.001,20.0,199.958,0.115,4.722,32.119,4.41426342945832
jbui,4.5,96.88,0.027000000000000003,0.001,20.596,1798.327,0.334,4.195,40.813,4.379558166920785
jbui,3.0,177.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.337822226694144
jbui,4.0,262.9,0.111,0.002,22.507,3390.116,0.013,5.944,64.96,3.9453772052939846
jbui,2.5,404.92,0.172,0.001,24.161,4071.123,0.623,6.64,101.562,3.031371980333526
jbui,3.0,258.05,0.11900000000000001,0.001,22.704,4450.381,0.737,5.158,65.348,3.9697468742200055
jbui,4.0,154.88,0.084,0.001,21.824,3629.131,0.077,6.752,58.357,4.341618554576486
jbui,4.5,80.25,0.032,0.001,20.658,2629.521,0.06,5.751,22.241,4.387631219081931
jbui,4.5,255.22,0.0,2.23,20.0,39.104,0.65,6.423,7.742,4.00509587691117
jbui,4.5,165.6,0.035,0.001,20.731,2680.25,0.916,7.188,64.518,4.340674927356295
jbui,3.0,279.87,0.107,4.227,22.402,5590.562,0.511,6.333,63.522,3.8526222985293486
jbui,3.0,280.92,0.105,0.001,22.339,3061.936,0.009,5.9,54.102,3.847049622529948
jbui,4.0,155.3,0.10300000000000001,0.002,22.296,3069.209,0.663,3.849,39.933,4.339314552920183
jbui,4.5,10.26,0.042,0.001,20.866,3640.712,0.052,6.365,30.017,4.419960482726232
jbui,4.5,10.2,0.062,0.002,21.319,2849.427,0.567,6.383,9.197,4.418336926095688
jbui,4.0,22.43,0.092,0.001,22.025,2792.529,0.66,6.966,31.394,4.41026141857083
jbui,2.0,395.1,0.147,0.001,23.449,2760.462,0.075,7.427,97.845,3.105452336097644
jbui,2.5,255.27,0.134,0.004,23.096,2742.717,0.001,5.178,64.748,3.9817439214651236
jbui,3.0,34.68,0.0,0.001,19.998,234.732,0.626,5.777,32.312,4.412508026847895
jbui,3.0,405.04,0.07200000000000001,0.004,21.55,2487.311,0.123,4.81,98.677,3.053551497052621
jbui,4.0,406.61,0.04,0.001,20.835,3540.109,0.565,7.056,31.121,3.0500345478655353
jbui,4.5,405.14,0.0,0.005,0.005,0.005,1.25,1.25,1.25,3.0696110028115213
jbui,4.5,107.28,0.0,0.001,20.0,213.019,0.191,5.247,30.048,4.376755325350707
jbui,4.5,31.31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.414045358529717
jbui,4.0,94.96,0.033,0.004,20.676,2679.403,0.489,5.981,22.621,4.379975199029658
jbui,4.5,155.32,0.057999999999999996,0.001,21.222,2351.942,0.708,6.648,41.674,4.344170175103984
jbui,3.0,255.1,0.11,0.001,22.46,3465.61,0.019,4.665,63.633,3.9867606008822065
jbui,2.0,405.37,0.149,0.001,23.504,2740.948,0.07,6.632,105.264,3.033497099332934
jbui,3.0,165.14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.3447544684026305
jbui,3.0,271.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.916709677889634
jbui,4.0,264.15,0.0,0.005,0.005,0.005,1.25,1.25,1.25,3.958429504874778
jbui,4.0,169.49,0.0,0.007,0.007,0.007,1.25,1.25,1.25,4.342226398500696
jbui,4.0,263.96,0.001,0.0,20.023,215.643,0.772,6.634,32.581,3.959260059882681
jbui,2.5,271.3,0.133,0.005,23.069,3079.199,0.669,7.06,66.614,3.895730493016135
jbui,3.0,406.65,0.14400000000000002,0.001,23.371,2999.456,0.084,6.71,101.062,3.025701869074401
jbui,2.0,14.35,0.0,29.072,29.072,29.072,0.567,0.567,0.567,4.4216144364151155
jbui,3.0,9.61,0.069,2.49,21.476,3350.372,0.893,6.193,15.395,4.418020663023907
jbui,4.0,41.24,0.0,0.006,0.006,0.006,1.25,1.25,1.25,4.409483951476101
drajaneni,4.5,11.0,0.0,0.0,19.998,201.461,0.499,6.942,31.154,4.423076247851008
drajaneni,3.0,81.2,0.0,6.585,20.597,2420.225,0.568,4.624,21.49,4.390172253873148
drajaneni,2.5,164.04,0.062,0.001,20.029,144.352,0.096,5.254,12.279,4.338640403668772
drajaneni,2.5,257.32,0.125,0.0,19.998,212.16,0.75,7.417,31.533,3.9725488735311965
drajaneni,2.0,408.25,0.156,0.004,19.997,46.94,0.722,6.317,9.149,3.0117571109506835
drajaneni,2.0,407.23,0.17300000000000001,0.0,20.002,187.454,0.599,7.152,33.946,3.0149951667750208
drajaneni,2.0,254.16,0.092,0.001,20.034,229.74,0.053,3.846,14.553,3.9947348572618098
drajaneni,2.0,155.29,0.065,0.0,20.0,195.416,0.078,5.836,32.65,4.3434324045105415
drajaneni,2.5,106.54,0.027999999999999997,0.001,19.998,70.94,0.064,6.011,10.156,4.374376790053732
drajaneni,4.5,10.18,0.0,0.002,19.997,50.588,0.848,4.349,6.883,4.423432385849304
drajaneni,4.5,82.07,0.0,0.0,20.001,184.908,0.788,5.63,30.764,4.3897349475854694
drajaneni,4.0,405.62,0.0,0.004,19.997,79.648,0.211,3.736,9.343,3.0662686145239917
drajaneni,4.0,411.72,0.043,0.0,19.996,225.509,0.941,8.28,33.123,3.0136395129324516
drajaneni,4.0,405.46,0.08,0.003,20.0,57.885,0.007,4.03,8.24,3.0487699244055233
drajaneni,3.0,30.5,0.095,0.0,19.997,187.669,0.13,6.511,34.788,4.406236321213903
drajaneni,4.0,157.51,0.0,0.002,20.037,168.734,0.711,5.263,11.382,4.349147929460196
drajaneni,4.0,155.56,0.03,0.0,19.997,207.23,0.062,5.167,32.518,4.347045581412979
drajaneni,3.0,86.89,0.044000000000000004,4.058,19.997,35.458,0.031,4.046,6.569,4.383093760130732
drajaneni,4.0,80.56,0.099,0.005,20.0,66.665,0.073,4.587,9.197,4.381091002389804
drajaneni,3.0,80.5,0.16,0.005,19.997,50.487,0.075,6.417,8.552,4.375242473175602
drajaneni,3.0,255.48,0.001,0.0,20.0,190.096,0.193,4.946,34.115,4.003586316085143
drajaneni,4.0,178.67,0.047,0.001,19.999,79.941,0.132,3.806,9.465,4.327831351221205
drajaneni,3.0,255.2,0.07400000000000001,5.103,19.998,34.513,0.009,6.117,7.217,3.9924391194436875
drajaneni,3.0,284.61,0.106,0.0,21.123,3739.929,0.078,5.484,98.726,3.82581617517442
drajaneni,2.0,156.39,0.11599999999999999,0.003,19.999,62.501,0.653,4.137,8.645,4.337259805303369
drajaneni,4.5,14.15,0.027999999999999997,0.0,20.018,208.261,0.022,5.963,32.879,4.419394894535665
drajaneni,4.5,10.47,0.052000000000000005,0.005,19.995,55.529,0.535,3.995,7.788,4.419043264517769
drajaneni,4.0,11.19,0.096,0.0,20.018,194.182,0.51,6.305,34.341,4.415064894763719
drajaneni,4.0,405.35,0.228,0.004,21.045,3479.326,0.768,4.485,101.216,3.0156030366348654
drajaneni,3.0,255.46,0.159,0.0,20.023,221.204,0.197,7.217,33.912,3.9764470503984652
drajaneni,2.5,81.05,0.0,6.275,23.728,4180.376,0.588,4.885,22.75,4.390247579494786
drajaneni,3.0,79.73,0.08900000000000001,0.001,20.0,75.884,0.519,3.764,8.475,4.382477743165829
drajaneni,4.0,113.21,0.073,0.0,19.999,203.443,0.788,7.029,30.262,4.366287778754657
drajaneni,4.5,163.99,0.032,0.001,20.0,79.077,0.85,5.253,9.802,4.341943111650214
drajaneni,4.0,157.81,0.0,0.0,20.0,183.253,0.006,8.179,33.911,4.348976170029128
drajaneni,4.0,9.4,0.131,0.001,19.998,163.05,0.786,6.114,16.624,4.412945122876801
drajaneni,4.0,406.18,0.084,0.0,19.998,239.779,0.589,7.142,32.801,3.042820416631407
drajaneni,3.0,405.34,0.049,0.001,20.018,114.554,0.458,4.375,12.694,3.05679632767988
drajaneni,2.5,404.77,0.0,0.004,19.997,52.346,0.086,5.855,8.787,3.072186706562
drajaneni,4.5,93.0,0.0,0.0,20.056,191.595,0.698,8.066,35.614,4.384180416741376
drajaneni,4.5,10.95,0.0,0.0,20.018,217.463,0.055,6.13,32.934,4.423097982494353
drajaneni,4.5,88.18,0.027000000000000003,2.18,19.998,36.682,0.647,6.323,8.012,4.384061161752658
drajaneni,4.0,156.15,0.067,0.0,20.0,197.713,0.703,5.265,32.338,4.342716011805331
drajaneni,2.5,254.6,0.132,0.003,20.019,119.012,0.027,3.594,5.968,3.9855849201345412
drajaneni,2.5,406.89,0.183,0.001,20.0,183.556,0.121,6.084,17.397,3.0150854879747655
drajaneni,3.0,391.21,0.177,0.0,21.277,4326.391,0.597,7.401,99.39,3.1255929352285414
drajaneni,3.0,255.47,0.113,0.001,20.018,179.855,0.009,3.86,11.215,3.9843153018041857
drajaneni,4.0,182.19,0.07200000000000001,0.0,20.008,223.567,0.022,5.199,30.86,4.312884781195217
drajaneni,4.0,80.41,0.04,0.001,19.997,97.907,0.161,3.889,11.71,4.386792444504861
drajaneni,4.5,30.11,0.002,0.0,19.999,254.74,0.644,5.744,32.268,4.4144200553107815
drajaneni,4.5,156.64,0.001,0.001,19.992,168.875,1.25,6.08,17.107,4.349538389371169
drajaneni,4.5,157.15,0.037000000000000005,0.0,20.007,208.228,0.459,8.053,32.531,4.345374700427416
drajaneni,4.5,80.45,0.059000000000000004,0.001,20.0,74.908,0.787,5.238,9.106,4.384967843373533
drajaneni,2.5,83.19,0.098,0.0,20.069,208.094,0.02,5.646,31.56,4.3798194020160635
drajaneni,2.0,80.33,0.179,0.002,20.979,4018.273,0.321,6.176,22.373,4.3734886943531235
drajaneni,3.0,255.52,0.175,2.168,19.997,39.377,0.909,6.037,7.869,3.9733789457312745
drajaneni,3.0,371.43,0.18100000000000002,0.0,20.195,822.235,0.631,7.053,65.145,3.2604331958618156
drajaneni,4.0,10.18,0.09699999999999999,0.003,20.005,70.593,0.708,5.72,9.874,4.415437843422365
drajaneni,4.0,13.04,0.064,0.001,19.997,214.069,0.76,8.294,32.414,4.416901935787805
drajaneni,4.0,22.25,0.035,0.001,20.007,170.558,0.048,4.105,16.258,4.415185323636453
drajaneni,3.0,80.89,0.154,0.0,20.007,211.595,0.061,5.366,30.808,4.375617540636269
drajaneni,4.0,102.75,0.092,0.945,20.0,55.538,0.068,5.114,7.643,4.370045737653794
drajaneni,4.0,82.94,0.059000000000000004,0.003,20.0,55.655,0.061,6.136,9.123,4.3836903777468255
drajaneni,4.0,155.97,0.034,0.001,20.004,182.904,0.784,7.027,30.62,4.34637925814849
drajaneni,4.0,155.06,0.0,0.001,20.004,62.927,0.151,6.005,9.961,4.350547607653743
drajaneni,3.0,158.27,0.099,0.0,20.027,207.163,0.267,5.258,31.389,4.338001463223313
drajaneni,2.5,275.67,0.115,4.152,19.999,35.668,0.072,5.389,7.324,3.8747496774563674
drajaneni,4.0,254.32,0.07,0.002,20.005,86.68,0.729,4.888,10.304,3.997683078287591
drajaneni,4.0,165.34,0.044000000000000004,0.0,20.025,199.7,0.691,4.792,29.168,4.339844101933186
drajaneni,4.5,254.99,0.0,0.003,20.003,55.699,0.493,3.916,7.167,4.006277328841573
drajaneni,4.5,10.49,0.001,0.0,20.007,183.174,0.661,6.609,30.445,4.423216399244452
drajaneni,4.0,80.45,0.027999999999999997,0.002,19.998,60.833,0.687,5.584,8.498,4.3879082117923325
drajaneni,3.0,172.97,0.08,0.001,20.121,294.124,0.204,4.991,38.251,4.331352761577263
drajaneni,3.0,255.27,0.0,5.742,20.0,34.853,0.187,3.674,6.094,4.004838901338462
drajaneni,2.5,405.07,0.165,0.001,21.151,3828.023,0.689,5.92,101.196,3.031925802074553
drajaneni,3.0,82.76,0.0,0.0,20.009,213.115,0.124,4.673,28.798,4.389387611998014
drajaneni,4.0,405.66,0.0,0.003,20.001,66.682,0.932,4.993,8.442,3.0659900348233755
drajaneni,2.0,405.76,0.036000000000000004,0.0,20.019,188.694,0.094,5.259,33.134,3.0568925324899014
drajaneni,2.5,404.97,0.08199999999999999,0.006,20.002,39.651,0.013,3.565,6.215,3.0517246433214598
drajaneni,2.0,10.19,0.08199999999999999,0.005,20.014,49.981,0.465,6.202,7.681,4.416682802658313
drajaneni,2.5,405.56,0.17,0.001,20.02,188.66,0.029,6.833,29.68,3.027357846372344
drajaneni,3.0,255.82,0.152,0.0,20.032,163.435,0.008,5.605,13.177,3.975763373202829
drajaneni,4.0,160.66,0.066,0.0,20.007,220.876,0.496,7.974,32.89,4.340189381653208
drajaneni,4.0,80.39,0.027000000000000003,1.14,20.023,41.817,0.449,3.972,6.422,4.3880331424455585
drajaneni,4.5,28.51,0.0,0.001,20.016,219.71,0.736,5.926,33.362,4.415314284806094
drajaneni,4.5,22.34,0.0,0.005,20.018,71.727,0.07,4.577,8.593,4.418083536242961
drajaneni,4.5,78.94,0.027000000000000003,0.001,20.042,189.384,0.11,4.0,12.03,4.388766188934041
drajaneni,4.5,154.25,0.07400000000000001,0.001,20.026,188.186,0.121,5.468,31.961,4.343065982854822
drajaneni,3.0,254.86,0.12,2.735,20.019,36.844,0.014,5.946,7.556,3.9862911150942186
drajaneni,3.0,408.0,0.172,0.0,20.0,213.181,1.043,7.067,32.086,3.009836969864817
drajaneni,4.5,22.36,0.026000000000000002,0.001,20.046,101.02,0.787,6.079,12.49,4.415893847153548
drajaneni,4.0,11.16,0.052000000000000005,5.219,20.038,51.798,0.095,4.053,6.36,4.418736870556736
drajaneni,4.5,22.41,0.086,0.0,20.014,178.369,0.078,7.05,31.19,4.410783550207682
drajaneni,4.0,405.64,0.18,0.003,20.012,49.85,0.502,4.54,7.62,3.0245117310558842
drajaneni,3.0,258.31,0.166,0.0,20.023,207.766,0.579,7.605,33.617,3.960200529096565
drajaneni,4.5,155.19,0.0,0.004,20.009,49.965,0.647,5.808,8.202,4.350473474451096
drajaneni,4.0,157.35,0.031,0.0,20.008,225.975,0.462,6.956,33.828,4.345905920250646
drajaneni,4.0,104.72,0.057999999999999996,0.003,20.009,50.387,0.002,5.666,8.69,4.3723698202712535
drajaneni,3.0,85.31,0.09699999999999999,0.004,20.002,43.739,0.665,6.22,8.023,4.378809091502158
drajaneni,3.0,82.28,0.16399999999999998,0.0,20.005,181.553,0.637,5.719,30.922,4.373909969582105
drajaneni,2.0,43.07,0.11699999999999999,0.001,20.03,470.747,0.785,8.631,46.627,4.398273591135257
drajaneni,4.0,408.8,0.069,0.0,20.004,196.255,0.462,7.995,32.94,3.0280016137794403
drajaneni,4.0,404.69,0.039,0.001,20.004,152.825,0.557,3.596,14.958,3.063650477285858
drajaneni,4.5,405.52,0.0,0.0,20.004,207.427,0.14,7.219,32.947,3.066965031999438
drajaneni,4.0,80.03,0.0,0.004,20.023,51.011,0.054,3.728,6.272,4.390759231775822
drajaneni,4.0,259.38,0.0,0.0,19.978,245.779,1.25,6.705,24.855,3.9835479999468673
drajaneni,4.0,159.34,0.035,0.0,20.028,186.3,0.58,5.366,30.949,4.344322504255204
drajaneni,3.0,255.7,0.07400000000000001,0.0,20.077,324.762,0.593,6.437,24.99,3.9898431376321493
drajaneni,3.0,293.34,0.113,0.0,20.005,184.132,0.071,4.805,32.328,3.773785411983571
drajaneni,2.5,154.62,0.11599999999999999,0.001,20.039,157.968,0.551,3.81,13.226,4.338303809766142
drajaneni,2.5,404.8,0.16699999999999998,0.001,20.002,84.024,0.738,4.987,10.713,3.0333540292814853
drajaneni,3.0,256.37,0.111,0.0,20.003,219.973,0.367,7.076,30.451,3.979957557494526
drajaneni,4.0,158.92,0.079,1.097,20.009,42.06,0.011,4.812,7.169,4.339795677130606
drajaneni,4.0,113.01,0.027999999999999997,0.0,19.999,212.857,0.838,5.939,34.357,4.370923463757025
drajaneni,4.0,10.3,0.001,0.001,19.998,134.811,0.123,5.194,13.571,4.4232989176247814
drajaneni,4.0,82.1,0.0,0.0,19.996,194.848,0.85,6.723,32.996,4.389719855352668
drajaneni,4.5,405.05,0.0,3.934,20.011,67.521,0.08,5.896,7.28,3.0702375833233546
drajaneni,4.0,405.38,0.036000000000000004,0.001,20.014,85.604,0.767,3.507,10.522,3.0595409719808506
drajaneni,3.0,405.25,0.073,0.0,20.014,207.067,0.657,6.01,32.162,3.05185550799956
drajaneni,3.0,22.16,0.09,0.001,20.0,76.517,0.125,5.494,15.015,4.4105572207752015
drajaneni,2.5,405.35,0.175,0.001,20.901,3731.865,0.035,6.239,11.229,3.027681565066262
drajaneni,2.5,257.07,0.0,7.533,22.695,4028.799,0.084,3.715,62.469,3.9955550263476987
drajaneni,3.0,154.17,0.063,4.111,19.997,35.55,0.626,5.669,7.337,4.344298321105609
drajaneni,4.5,84.33,0.027999999999999997,0.0,20.05,199.537,0.027,7.581,32.022,4.385936077717073
drajaneni,4.5,24.83,0.001,0.001,20.002,136.175,0.73,4.722,14.231,4.416886366943442
drajaneni,4.5,21.72,0.0,0.0,20.005,213.621,0.012,5.077,31.877,4.418359756423544
drajaneni,4.0,98.31,0.031,0.001,20.012,178.812,0.598,5.926,31.752,4.378420493651991
drajaneni,4.0,165.29,0.068,5.385,20.023,106.204,0.035,3.557,5.856,4.33724653270463
drajaneni,3.0,256.52,0.10300000000000001,0.0,20.022,268.979,0.223,8.086,32.938,3.9805562105214523
drajaneni,2.5,405.64,0.174,0.003,20.941,3027.825,0.787,5.629,96.808,3.025883611637196
drajaneni,2.5,10.69,0.113,0.0,20.004,225.095,0.542,7.327,33.845,4.413868038752387
drajaneni,3.0,404.17,0.076,0.001,20.004,108.119,0.14,3.961,11.586,3.0586900706711626
drajaneni,4.0,405.22,0.036000000000000004,5.462,20.007,51.392,0.619,3.923,6.696,3.060655912917563
drajaneni,4.5,406.14,0.0,0.0,20.006,180.775,0.061,5.415,30.704,3.062646514500071
drajaneni,4.5,80.4,0.0,0.001,20.002,94.395,0.502,5.812,12.323,4.390573745683812
drajaneni,4.5,158.6,0.0,0.0,20.033,185.801,0.266,5.343,42.058,4.3485234840225715
drajaneni,4.5,166.84,0.035,0.001,20.032,226.698,0.537,3.691,18.161,4.339948267175884
drajaneni,4.0,81.35,0.063,0.0,20.026,306.855,0.511,6.991,42.292,4.384125469127563
drajaneni,3.0,79.78,0.125,0.004,20.008,79.552,0.115,4.972,10.799,4.379000421968326
drajaneni,2.5,80.08,0.141,0.001,20.045,241.758,0.574,6.504,38.435,4.377301538283407
drajaneni,3.0,255.12,0.17600000000000002,0.001,20.043,125.157,0.943,6.218,11.718,3.9753086443532006
drajaneni,3.0,404.5,0.17,0.004,20.027,61.764,0.309,3.947,8.138,3.034763018978861
drajaneni,4.0,20.63,0.084,0.001,20.016,260.675,0.015,5.92,38.4,4.411773548973116
drajaneni,4.0,19.31,0.066,0.001,20.006,92.617,0.68,5.885,12.174,4.413902516834504
drajaneni,4.0,12.12,0.025,0.001,20.048,254.6,0.127,7.233,40.258,4.42053894212503
drajaneni,4.0,80.07,0.0,4.093,20.054,51.042,0.586,4.662,6.867,4.390739185443202
drajaneni,4.0,405.18,0.0,2.168,20.026,49.938,0.64,5.972,7.816,3.0693325106562486
drajaneni,4.0,404.95,0.037000000000000005,1.122,20.047,50.706,0.128,5.924,7.299,3.062304428013732
drajaneni,3.0,405.25,0.073,0.001,20.053,427.57,0.723,4.5,28.759,3.05185550799956
drajaneni,2.5,12.02,0.1,0.001,20.038,306.574,0.644,6.309,41.734,4.4143538788339605
drajaneni,4.0,155.44,0.001,0.001,20.033,130.538,0.015,3.992,13.268,4.350223884198024
drajaneni,4.5,162.28,0.027999999999999997,0.0,20.027,342.917,0.182,7.835,38.845,4.343373962372397
drajaneni,4.5,91.74,0.062,1.354,20.028,50.267,0.602,5.248,7.366,4.378837946948292
drajaneni,3.0,85.59,0.09699999999999999,0.002,20.018,60.427,0.004,5.154,9.329,4.37866262391494
drajaneni,3.0,81.38,0.138,0.0,20.022,222.722,0.446,7.555,39.096,4.376907561456151
drajaneni,2.5,154.88,0.114,0.0,20.054,302.472,0.033,5.968,18.37,4.338367799366369
drajaneni,3.0,294.66,0.11900000000000001,0.0,20.038,280.135,0.763,7.586,43.243,3.764846051597936
drajaneni,4.0,254.95,0.064,5.218,20.035,42.746,0.684,3.813,6.403,3.9954566761927803
drajaneni,4.0,159.41,0.036000000000000004,0.003,20.051,47.357,0.017,5.997,7.491,4.344173728935555
drajaneni,4.5,255.91,0.0,6.241,20.055,53.382,0.054,5.773,7.238,4.001545261736991
drajaneni,4.5,36.72,0.0,2.331,20.016,50.699,0.596,3.927,6.378,4.411572070714329
drajaneni,4.0,80.42,0.031,0.001,20.046,90.82,0.272,4.373,10.88,4.387639643981245
drajaneni,3.0,158.97,0.033,0.001,20.073,474.337,0.008,5.139,43.081,4.344753173085786
drajaneni,2.5,281.0,0.124,0.004,20.027,52.061,0.59,5.944,8.358,3.8430335505558024
drajaneni,2.5,405.15,0.18600000000000003,0.001,21.038,3962.076,0.528,4.718,101.665,3.026565782033959
drajaneni,2.0,405.82,0.184,0.004,20.047,40.43,0.057,3.809,6.206,3.022339417387064
drajaneni,3.0,260.75,0.115,0.002,20.256,554.442,0.926,4.553,66.321,3.9561492046685225
drajaneni,4.0,155.06,0.087,0.0,20.039,216.306,0.215,7.444,37.764,4.341188831257064
drajaneni,4.0,98.99,0.034,0.001,20.032,87.774,0.678,6.134,11.39,4.377770564505678
drajaneni,4.5,15.37,0.0,0.0,20.051,214.503,0.052,7.002,39.431,4.421167161727683
drajaneni,4.0,254.96,0.0,0.003,20.015,71.472,0.908,6.003,11.665,4.00643135423134
drajaneni,4.5,170.27,0.064,0.001,20.019,77.305,0.109,4.217,11.974,4.334735856217809
drajaneni,4.0,260.38,0.063,0.001,19.997,218.495,0.462,7.411,40.043,3.9672426311825264
drajaneni,3.0,279.79,0.11199999999999999,0.004,20.009,52.643,0.019,5.691,8.501,3.8521403924235065
drajaneni,3.0,182.81,0.11199999999999999,0.0,20.014,253.019,0.011,7.429,40.289,4.306039963075306
drajaneni,4.0,10.21,0.031,0.004,20.011,76.072,0.058,3.566,8.812,4.420886425778285
drajaneni,4.5,24.24,0.063,0.005,20.673,2690.788,0.569,5.836,8.681,4.411904229263026
drajaneni,4.0,10.23,0.079,0.001,20.052,111.18,0.04,5.601,11.924,4.4169141958250355
drajaneni,3.0,409.25,0.163,0.0,20.025,342.014,0.207,7.762,33.786,3.003151230097343
drajaneni,3.0,258.47,0.16899999999999998,0.0,20.014,257.484,0.123,6.622,40.843,3.9588297546484315
drajaneni,3.0,23.21,0.094,0.001,20.009,64.786,0.73,6.437,10.547,4.409728937662694
drajaneni,2.5,405.14,0.08,0.004,20.04,70.169,0.717,5.271,8.923,3.051001856480653
drajaneni,4.0,406.25,0.034,0.0,20.019,271.05,0.051,6.966,38.391,3.0539423529320113
drajaneni,4.0,405.02,0.0,0.006,20.014,54.435,0.014,6.112,9.192,3.0704464352265624
drajaneni,4.5,85.47,0.001,0.001,20.025,261.936,0.013,5.951,41.96,4.387924174923538
drajaneni,4.5,22.2,0.001,0.001,20.014,258.794,0.067,6.105,20.768,4.418062365013086
drajaneni,4.5,101.35,0.04,0.001,20.03,94.606,0.08,4.548,11.507,4.375939258301246
drajaneni,3.0,188.87,0.066,0.929,20.039,51.055,0.274,4.715,6.791,4.2896876940529864
drajaneni,3.0,255.7,0.145,0.002,20.002,67.496,0.257,6.161,12.665,3.9775990505975884
drajaneni,2.5,404.8,0.16899999999999998,5.255,20.018,50.014,0.041,3.476,5.67,3.0328964309152973
drajaneni,2.5,155.69,0.099,0.004,20.028,55.002,0.123,3.623,6.774,4.339519431893449
drajaneni,3.0,288.89,0.095,0.0,20.005,370.706,0.028,9.373,43.428,3.803236518160116
drajaneni,4.5,255.66,0.077,0.001,20.03,136.449,0.048,6.003,12.58,3.9895332781428974
drajaneni,4.5,153.95,0.031,0.005,20.005,49.663,0.456,4.915,7.277,4.347864069186719
drajaneni,4.5,255.23,0.0,0.004,20.03,122.824,0.595,5.469,7.255,4.005044485743484
drajaneni,4.5,255.86,0.159,0.002,20.022,85.101,0.406,6.078,11.864,3.974346972027166
drajaneni,3.0,409.84,0.174,0.0,20.016,198.742,0.708,5.873,41.739,2.9964963122819737
drajaneni,4.0,44.04,0.099,0.001,20.029,58.77,0.746,4.452,8.31,4.399415381504102
drajaneni,4.5,33.89,0.055,0.0,20.023,349.792,0.665,5.754,43.536,4.4081244168043705
drajaneni,4.5,10.51,0.0,1.138,20.025,52.163,0.79,5.415,7.5,4.423289141456917
